Date,Open,High,Low,Close,Returns
2006-03-06 15:40,1.20269,1.20949,1.19989,1.20079,-0.00157979196634217
2006-03-07 15:40,1.20079,1.20259,1.18779,1.18789,-0.010742927572681471
2006-03-08 15:40,1.18789,1.1941899999999999,1.18709,1.1920899999999999,0.0035356809132158773
2006-03-09 15:40,1.1920899999999999,1.19539,1.19049,1.19139,-0.0005872039862760969
2006-03-10 15:40,1.19139,1.19259,1.18579,1.1880899999999999,-0.0027698738448367344
2006-03-13 15:40,1.1880899999999999,1.19669,1.1879899999999999,1.19439,0.005302628588743419
2006-03-14 15:40,1.19439,1.20239,1.19259,1.20149,0.005944457003156378
2006-03-15 15:40,1.20149,1.2062899999999999,1.2002899999999999,1.20359,0.001747829778025567
2006-03-16 15:40,1.20359,1.2162899999999999,1.20329,1.21489,0.009388579167324496
2006-03-17 15:40,1.21489,1.21979,1.21389,1.21919,0.0035394150910781352
2006-03-20 15:40,1.21919,1.22059,1.21559,1.21729,-0.0015584117323796942
2006-03-21 15:40,1.21729,1.21769,1.2082899999999999,1.20909,-0.00673627484001349
2006-03-22 15:40,1.20909,1.21149,1.20659,1.2103899999999999,0.0010751887783373437
2006-03-23 15:40,1.2103899999999999,1.21069,1.19689,1.19839,-0.009914159898875341
2006-03-24 15:40,1.19839,1.20319,1.19529,1.20279,0.0036715927202328746
2006-03-27 15:40,1.20279,1.20589,1.20049,1.20139,-0.0011639604586004548
2006-03-28 15:40,1.20139,1.21069,1.19939,1.2080899999999999,0.005576873454914644
2006-03-29 15:40,1.2080899999999999,1.20859,1.1979899999999999,1.20379,-0.0035593374665794375
2006-03-30 15:40,1.20379,1.21569,1.2020899999999999,1.21329,0.0078917419151181
2006-03-31 15:40,1.21329,1.21769,1.2082899999999999,1.21319,-8.242052600782035e-05
2006-04-03 15:40,1.21319,1.21449,1.20339,1.21329,8.242731971086492e-05
2006-04-04 15:40,1.21329,1.22779,1.21149,1.22569,0.010220145224966837
2006-04-05 15:40,1.22569,1.2304899999999999,1.2242899999999999,1.22669,0.0008158669810474084
2006-04-06 15:40,1.22669,1.23329,1.21979,1.22179,-0.0039944892352592465
2006-04-07 15:40,1.22179,1.22339,1.21109,1.21209,-0.007939171216002738
2006-04-10 15:40,1.21209,1.21299,1.20899,1.20939,-0.002227557359601895
2006-04-11 15:40,1.20939,1.2142899999999999,1.20779,1.21189,0.0020671578233655286
2006-04-12 15:40,1.21189,1.21689,1.20669,1.21119,-0.0005776101791415966
2006-04-13 15:40,1.21119,1.21329,1.20699,1.20899,-0.0018163954458012554
2006-04-14 15:40,1.20899,1.21189,1.20889,1.21059,0.0013234187214121729
2006-04-17 15:40,1.21059,1.22889,1.2103899999999999,1.22719,0.013712322090881246
2006-04-18 15:40,1.22719,1.23019,1.22259,1.22739,0.0001629739486141979
2006-04-19 15:40,1.22739,1.23739,1.22719,1.23319,0.0047254743805962285
2006-04-20 15:40,1.23319,1.23949,1.22879,1.23129,-0.0015407195971424148
2006-04-21 15:40,1.23129,1.23609,1.22669,1.2345899999999999,0.002680115975927544
2006-04-24 15:40,1.2345899999999999,1.24099,1.23189,1.23719,0.0021059623032748664
2006-04-25 15:40,1.23719,1.24409,1.2365899999999999,1.23949,0.0018590515603909008
2006-04-26 15:40,1.23949,1.24599,1.23869,1.24479,0.004275952206149292
2006-04-27 15:40,1.24479,1.2546899999999999,1.2404899999999999,1.25319,0.006748126189959791
2006-04-28 15:40,1.25319,1.2627899999999999,1.24959,1.26139,0.006543301494585707
2006-05-01 15:40,1.26139,1.26899,1.2604899999999999,1.2606899999999999,-0.0005549433561389261
2006-05-02 15:40,1.2606899999999999,1.26689,1.25549,1.26449,0.0030142223702893656
2006-05-03 15:40,1.26449,1.26709,1.25909,1.26409,-0.00031633306708633846
2006-05-04 15:40,1.26409,1.26979,1.25719,1.26929,0.004113631149680774
2006-05-05 15:40,1.26929,1.27659,1.26649,1.27389,0.0036240733008217063
2006-05-08 15:40,1.27389,1.2787899999999999,1.26959,1.27239,-0.0011774957021407628
2006-05-09 15:40,1.27239,1.27849,1.26599,1.27579,0.0026721366876507613
2006-05-10 15:40,1.27579,1.28149,1.27449,1.28029,0.003527226267645789
2006-05-11 15:40,1.28029,1.2849899999999999,1.2685899999999999,1.2848899999999999,0.003592935975442968
2006-05-12 15:40,1.2848899999999999,1.29579,1.28309,1.2868899999999999,0.0015565534792860714
2006-05-15 15:40,1.2868899999999999,1.29719,1.28009,1.2827899999999999,-0.00318597549130073
2006-05-16 15:40,1.2827899999999999,1.2869899999999999,1.27709,1.28189,-0.0007015957405341888
2006-05-17 15:40,1.28189,1.29199,1.2727899999999999,1.27439,-0.005850736022591674
2006-05-18 15:40,1.27439,1.28399,1.27019,1.28239,0.0062775131631604975
2006-05-19 15:40,1.28239,1.28739,1.26929,1.2725899999999999,-0.007641980988622787
2006-05-22 15:40,1.2725899999999999,1.28439,1.26959,1.28379,0.008800949245240108
2006-05-23 15:40,1.28379,1.2887899999999999,1.28059,1.2849899999999999,0.0009347323160329157
2006-05-24 15:40,1.2849899999999999,1.28919,1.27299,1.27589,-0.007081767173285347
2006-05-25 15:40,1.27589,1.28019,1.27349,1.27789,0.0015675332512989915
2006-05-26 15:40,1.27789,1.28339,1.27009,1.27419,-0.0028953978824468596
2006-05-29 15:40,1.27419,1.2768899999999999,1.27139,1.2747899999999999,0.0004708873872811825
2006-05-30 15:40,1.2747899999999999,1.2908899999999999,1.27349,1.28719,0.009727092305399365
2006-05-31 15:40,1.28719,1.29049,1.28229,1.28399,-0.0024860354726187195
2006-06-01 15:40,1.28399,1.2849899999999999,1.27229,1.28099,-0.0023364667949126172
2006-06-02 15:40,1.28099,1.29419,1.27909,1.29309,0.009445819249174425
2006-06-05 15:40,1.29309,1.29779,1.2908899999999999,1.29529,0.0017013510273840016
2006-06-06 15:40,1.29529,1.29659,1.2808899999999999,1.28349,-0.009109929050637344
2006-06-07 15:40,1.28349,1.28459,1.27619,1.27969,-0.002960677527678479
2006-06-08 15:40,1.27969,1.28149,1.2625899999999999,1.2646899999999999,-0.011721588822293016
2006-06-09 15:40,1.2646899999999999,1.26849,1.25979,1.26369,-0.0007907076042349415
2006-06-12 15:40,1.26369,1.26499,1.25629,1.2584899999999999,-0.004114933251034736
2006-06-13 15:40,1.2584899999999999,1.26159,1.25429,1.2566899999999999,-0.0014302855008780924
2006-06-14 15:40,1.2566899999999999,1.2646899999999999,1.25279,1.26289,0.00493359539743321
2006-06-15 15:40,1.26289,1.26569,1.25789,1.26039,-0.0019795865039712313
2006-06-16 15:40,1.26039,1.26699,1.26029,1.26239,0.001586810431691843
2006-06-19 15:40,1.26239,1.26509,1.25489,1.25569,-0.005307393119400428
2006-06-20 15:40,1.25569,1.25929,1.25349,1.2565899999999999,0.0007167374113037361
2006-06-21 15:40,1.2565899999999999,1.2647899999999999,1.25539,1.26409,0.005968533889335381
2006-06-22 15:40,1.26409,1.26779,1.25489,1.25799,-0.0048256057717409595
2006-06-23 15:40,1.25799,1.25909,1.24749,1.25169,-0.005007988934729202
2006-06-26 15:40,1.25169,1.25819,1.24989,1.25429,0.0020771916369068943
2006-06-27 15:40,1.25429,1.26169,1.25429,1.25929,0.003986318953352219
2006-06-28 15:40,1.25929,1.25959,1.25129,1.25309,-0.004923409222657216
2006-06-29 15:40,1.25309,1.25579,1.25179,1.25399,0.0007182245489150141
2006-06-30 15:40,1.25399,1.2788899999999999,1.25189,1.27699,0.018341454078581343
2006-07-03 15:40,1.27699,1.28239,1.27629,1.27829,0.0010180189351520763
2006-07-04 15:40,1.27829,1.28229,1.27829,1.27919,0.0007040655876211499
2006-07-05 15:40,1.27919,1.28399,1.2706899999999999,1.27299,-0.0048468171264628435
2006-07-06 15:40,1.27299,1.27849,1.27179,1.27649,0.002749432438589272
2006-07-07 15:40,1.27649,1.28579,1.27539,1.28129,0.0037603114791342485
2006-07-10 15:40,1.28129,1.2827899999999999,1.27189,1.27379,-0.005853475793926477
2006-07-11 15:40,1.27379,1.27599,1.27039,1.27429,0.0003925293808240138
2006-07-12 15:40,1.27429,1.27779,1.26729,1.26949,-0.0037668034748761237
2006-07-13 15:40,1.26949,1.2728899999999999,1.26619,1.26719,-0.0018117511756688964
2006-07-14 15:40,1.26719,1.26999,1.26249,1.26449,-0.002130698632407224
2006-07-17 15:40,1.26449,1.26599,1.25119,1.2525899999999999,-0.009410908745818514
2006-07-18 15:40,1.2525899999999999,1.25579,1.24729,1.25039,-0.0017563608203801095
2006-07-19 15:40,1.25039,1.25769,1.24549,1.25599,0.004478602675965115
2006-07-20 15:40,1.25599,1.26509,1.25519,1.26359,0.006051003590793025
2006-07-21 15:40,1.26359,1.26889,1.26209,1.26789,0.003403002556208845
2006-07-24 15:40,1.26789,1.27119,1.26099,1.26289,-0.003943559772535354
2006-07-25 15:40,1.26289,1.26729,1.25719,1.25759,-0.004196723388418699
2006-07-26 15:40,1.25759,1.26239,1.25589,1.26159,0.0031806868693293744
2006-07-27 15:40,1.26159,1.27749,1.26149,1.27339,0.009353276421024237
2006-07-28 15:40,1.27339,1.2768899999999999,1.26599,1.27509,0.0013350191221856988
2006-07-31 15:40,1.27509,1.27809,1.27359,1.27599,0.0007058325294684309
2006-08-01 15:40,1.27599,1.27789,1.27169,1.27569,-0.00023511156043543036
2006-08-02 15:40,1.27569,1.28329,1.27569,1.27979,0.0032139469620362515
2006-08-03 15:40,1.27979,1.28319,1.27389,1.27789,-0.0014846185702341863
2006-08-04 15:40,1.27789,1.29069,1.27729,1.2888899999999999,0.008607939650517649
2006-08-07 15:40,1.2888899999999999,1.28959,1.28459,1.28579,-0.002405170340370355
2006-08-08 15:40,1.28579,1.28659,1.28029,1.28349,-0.001788783549413142
2006-08-09 15:40,1.28349,1.29019,1.27609,1.28819,0.003661890626339037
2006-08-10 15:40,1.28819,1.2909899999999999,1.27449,1.27609,-0.009393024320946464
2006-08-11 15:40,1.27609,1.27979,1.27149,1.27649,0.00031345751475209127
2006-08-14 15:40,1.27649,1.2767899999999999,1.27099,1.27369,-0.0021935150294948302
2006-08-15 15:40,1.27369,1.28039,1.26949,1.27929,0.004396674229993236
2006-08-16 15:40,1.27929,1.28649,1.27699,1.28609,0.0053154484127913015
2006-08-17 15:40,1.28609,1.2887899999999999,1.28359,1.2867899999999999,0.0005442853921575619
2006-08-18 15:40,1.2867899999999999,1.28749,1.27829,1.28139,-0.004196488937588727
2006-08-21 15:40,1.28139,1.29399,1.28019,1.29159,0.00796010582258333
2006-08-22 15:40,1.29159,1.29169,1.27949,1.2806899999999999,-0.008439210585402646
2006-08-23 15:40,1.2806899999999999,1.28529,1.27759,1.27909,-0.0012493265349146077
2006-08-24 15:40,1.27909,1.28449,1.27509,1.27829,-0.0006254446520573831
2006-08-25 15:40,1.27829,1.27849,1.27249,1.27739,-0.0007040655876209279
2006-08-28 15:40,1.27739,1.28219,1.27539,1.27829,0.0007045616452296954
2006-08-29 15:40,1.27829,1.28399,1.27499,1.27639,-0.00148636068497765
2006-08-30 15:40,1.27639,1.28549,1.27549,1.28239,0.004700757605434092
2006-08-31 15:40,1.28239,1.28819,1.27909,1.27989,-0.0019494849460771624
2006-09-01 15:40,1.27989,1.2828899999999999,1.27549,1.28159,0.0013282391455515796
2006-09-04 15:40,1.28159,1.2869899999999999,1.28149,1.2867899999999999,0.004057459874062586
2006-09-05 15:40,1.2867899999999999,1.28749,1.27949,1.2808899999999999,-0.004585052728106387
2006-09-06 15:40,1.2808899999999999,1.28339,1.27719,1.27899,-0.001483343612644128
2006-09-07 15:40,1.27899,1.28319,1.2706899999999999,1.27359,-0.004222081486172757
2006-09-08 15:40,1.27359,1.27569,1.26519,1.26729,-0.004946646880079175
2006-09-11 15:40,1.26729,1.27419,1.26509,1.26929,0.0015781707422926061
2006-09-12 15:40,1.26929,1.27379,1.26709,1.26929,0.0
2006-09-13 15:40,1.26929,1.27009,1.2665899999999999,1.26909,-0.00015756840438352349
2006-09-14 15:40,1.26909,1.27539,1.26759,1.27359,0.0035458478122118997
2006-09-15 15:40,1.27359,1.2746899999999999,1.26319,1.26439,-0.007223674809004543
2006-09-18 15:40,1.26439,1.26939,1.26319,1.26769,0.002609954207167142
2006-09-19 15:40,1.26769,1.2727899999999999,1.26509,1.26849,0.0006310691099558063
2006-09-20 15:40,1.26849,1.27129,1.26609,1.27039,0.0014978438931327887
2006-09-21 15:40,1.27039,1.2747899999999999,1.26799,1.27199,0.0012594557576808274
2006-09-22 15:40,1.27199,1.28319,1.27129,1.27929,0.005739038828921572
2006-09-25 15:40,1.27929,1.28219,1.27319,1.27439,-0.0038302495915704116
2006-09-26 15:40,1.27439,1.27649,1.26629,1.26849,-0.004629665957830764
2006-09-27 15:40,1.26849,1.27199,1.26709,1.27019,0.0013401761149083313
2006-09-28 15:40,1.27019,1.27329,1.26779,1.26919,-0.000787283792188509
2006-09-29 15:40,1.26919,1.27149,1.26399,1.26979,0.00047274245778794466
2006-10-02 15:40,1.26979,1.27599,1.26649,1.27499,0.0040951653423006995
2006-10-03 15:40,1.27499,1.2766899999999999,1.27219,1.27369,-0.0010196158401243327
2006-10-04 15:40,1.27369,1.27399,1.2667899999999999,1.2686899999999999,-0.003925601991065397
2006-10-05 15:40,1.2686899999999999,1.2726899999999999,1.26709,1.2685899999999999,-7.882146150750557e-05
2006-10-06 15:40,1.2685899999999999,1.27169,1.25689,1.25919,-0.007409801433087004
2006-10-09 15:40,1.25919,1.26149,1.2584899999999999,1.25989,0.000555912928152269
2006-10-10 15:40,1.25989,1.26149,1.25179,1.25389,-0.004762320520045438
2006-10-11 15:40,1.25389,1.25589,1.2525899999999999,1.25529,0.00111652537303919
2006-10-12 15:40,1.25529,1.25679,1.25019,1.25389,-0.0011152801344709307
2006-10-13 15:40,1.25389,1.25789,1.2484899999999999,1.24949,-0.0035090797438371846
2006-10-16 15:40,1.24949,1.25389,1.24909,1.25159,0.0016806857197737557
2006-10-17 15:40,1.25159,1.25619,1.25089,1.25599,0.0035155282480683336
2006-10-18 15:40,1.25599,1.2566899999999999,1.25019,1.25159,-0.0035032126051958157
2006-10-19 15:40,1.25159,1.2606899999999999,1.25129,1.25979,0.006551666280491197
2006-10-20 15:40,1.25979,1.26439,1.25909,1.26139,0.001270052945332223
2006-10-23 15:40,1.26139,1.2625899999999999,1.25359,1.25499,-0.005073767827555309
2006-10-24 15:40,1.25499,1.25729,1.2525899999999999,1.25679,0.0014342743766881938
2006-10-25 15:40,1.25679,1.25999,1.25519,1.25919,0.0019096269066429805
2006-10-26 15:40,1.25919,1.26799,1.25749,1.26719,0.006353290607453932
2006-10-27 15:40,1.26719,1.27519,1.26639,1.27249,0.004182482500650897
2006-10-30 15:40,1.27249,1.27419,1.26989,1.27149,-0.0007858607926191086
2006-10-31 15:40,1.27149,1.27849,1.26789,1.27759,0.004797521018647499
2006-11-01 15:40,1.27759,1.27989,1.27439,1.27739,-0.0001565447444015211
2006-11-02 15:40,1.27739,1.27849,1.27379,1.27819,0.0006262770179819022
2006-11-03 15:40,1.27819,1.27959,1.26809,1.2706899999999999,-0.005867672255298606
2006-11-06 15:40,1.2706899999999999,1.27239,1.26909,1.27139,0.0005508818043740149
2006-11-07 15:40,1.27139,1.28219,1.27119,1.28059,0.007236174580577126
2006-11-08 15:40,1.28059,1.28139,1.2746899999999999,1.27759,-0.0023426701754659662
2006-11-09 15:40,1.27759,1.2848899999999999,1.27509,1.28389,0.004931159448649414
2006-11-10 15:40,1.28389,1.29039,1.28219,1.28659,0.0021029839004897966
2006-11-13 15:40,1.28659,1.28789,1.28009,1.28099,-0.004352590957492186
2006-11-14 15:40,1.28099,1.28729,1.27899,1.28149,0.00039032310946995885
2006-11-15 15:40,1.28149,1.28349,1.27719,1.2806899999999999,-0.0006242733068538842
2006-11-16 15:40,1.2806899999999999,1.28419,1.27949,1.28049,-0.00015616581686428432
2006-11-17 15:40,1.28049,1.2847899999999999,1.27629,1.28249,0.0015619020843582465
2006-11-20 15:40,1.28249,1.28529,1.28119,1.28169,-0.0006237865402458631
2006-11-21 15:40,1.28169,1.28399,1.27969,1.28239,0.0005461539061706322
2006-11-22 15:40,1.28239,1.29579,1.28199,1.29379,0.008889651354112349
2006-11-23 15:40,1.29379,1.29759,1.29169,1.29469,0.0006956306664913647
2006-11-24 15:40,1.29469,1.3110899999999999,1.29409,1.3090899999999999,0.01112235361360625
2006-11-27 15:40,1.3090899999999999,1.31619,1.30769,1.31259,0.002673612967786898
2006-11-28 15:40,1.31259,1.31829,1.31159,1.3150899999999999,0.001904631301472559
2006-11-29 15:40,1.3150899999999999,1.32189,1.31329,1.31489,-0.00015208084617779338
2006-11-30 15:40,1.31489,1.32759,1.3131899999999999,1.32659,0.008898082729353884
2006-12-01 15:40,1.32659,1.33499,1.32209,1.33079,0.003166012106227134
2006-12-04 15:40,1.33079,1.33649,1.32829,1.3330899999999999,0.0017282967260048299
2006-12-05 15:40,1.3330899999999999,1.33649,1.32879,1.33229,-0.0006001095199873463
2006-12-06 15:40,1.33229,1.33419,1.32549,1.3310899999999999,-0.0009007048015072794
2006-12-07 15:40,1.3310899999999999,1.33249,1.32749,1.32979,-0.0009766432021875993
2006-12-08 15:40,1.32979,1.33659,1.32369,1.33089,0.0008271982794274546
2006-12-11 15:40,1.33089,1.33089,1.31279,1.32249,-0.006311565944593478
2006-12-12 15:40,1.32249,1.32699,1.32149,1.32349,0.000756149384872451
2006-12-13 15:40,1.32349,1.32939,1.31959,1.32179,-0.0012844826934846898
2006-12-14 15:40,1.32179,1.32539,1.31459,1.31569,-0.004614953963942847
2006-12-15 15:40,1.31569,1.31889,1.30749,1.30929,-0.004864367746201581
2006-12-18 15:40,1.30929,1.31189,1.30529,1.3068899999999999,-0.001833054556286351
2006-12-19 15:40,1.3068899999999999,1.31819,1.3068899999999999,1.31759,0.008187376137241964
2006-12-20 15:40,1.31759,1.32459,1.31749,1.31859,0.0007589614371692477
2006-12-21 15:40,1.31859,1.32149,1.31419,1.3169899999999999,-0.0012134173624857025
2006-12-22 15:40,1.3169899999999999,1.32139,1.31409,1.31419,-0.002126060182689238
2006-12-26 15:40,1.31419,1.31489,1.3108899999999999,1.31339,-0.0006087399843248686
2006-12-27 15:40,1.31339,1.31789,1.3090899999999999,1.31229,-0.0008375273148113482
2006-12-28 15:40,1.31229,1.32029,1.31069,1.31489,0.001981269384053741
2006-12-29 15:40,1.31489,1.32059,1.31389,1.31999,0.0038786514461286448
2007-01-02 15:40,1.31999,1.32949,1.31849,1.32809,0.006136410124319092
2007-01-03 15:40,1.32809,1.32889,1.31579,1.31649,-0.008734347822813238
2007-01-04 15:40,1.31649,1.31769,1.30739,1.3089899999999999,-0.0056969669348039265
2007-01-05 15:40,1.3089899999999999,1.31039,1.29789,1.29969,-0.007104714321728878
2007-01-08 15:40,1.29969,1.30259,1.2969899999999999,1.30119,0.0011541213674031159
2007-01-09 15:40,1.30119,1.3050899999999999,1.29859,1.29949,-0.0013064963610234237
2007-01-10 15:40,1.29949,1.30129,1.2928899999999999,1.29429,-0.004001569846632247
2007-01-11 15:40,1.29429,1.30139,1.28839,1.28989,-0.003399547242117218
2007-01-12 15:40,1.28989,1.29429,1.28629,1.29219,0.0017830977835318063
2007-01-15 15:40,1.29219,1.29549,1.2907899999999999,1.29329,0.0008512680023835539
2007-01-16 15:40,1.29329,1.29869,1.29159,1.2927899999999999,-0.0003866108916021904
2007-01-17 15:40,1.2927899999999999,1.2947899999999999,1.28959,1.29369,0.0006961687513054038
2007-01-18 15:40,1.29369,1.29749,1.28949,1.29459,0.0006956844375389792
2007-01-19 15:40,1.29459,1.29989,1.29119,1.29519,0.0004634671981091909
2007-01-22 15:40,1.29519,1.29759,1.29209,1.29539,0.0001544174985910196
2007-01-23 15:40,1.29539,1.30419,1.29269,1.3029899999999999,0.005866958985324855
2007-01-24 15:40,1.3029899999999999,1.30339,1.29459,1.29569,-0.005602498867988137
2007-01-25 15:40,1.29569,1.29999,1.29469,1.29619,0.00038589477421302476
2007-01-26 15:40,1.29619,1.29849,1.28749,1.29039,-0.0044746526358018235
2007-01-29 15:40,1.29039,1.29429,1.28989,1.29389,0.0027123582792798473
2007-01-30 15:40,1.29389,1.29819,1.29359,1.29559,0.0013138674848711673
2007-01-31 15:40,1.29559,1.30209,1.29259,1.3009899999999999,0.0041679852422447095
2007-02-01 15:40,1.3009899999999999,1.30549,1.29949,1.30219,0.0009223744994197869
2007-02-02 15:40,1.30219,1.30659,1.29649,1.29759,-0.003532510616730211
2007-02-05 15:40,1.29759,1.29769,1.29149,1.2929899999999999,-0.003545033485153337
2007-02-06 15:40,1.2929899999999999,1.29669,1.29139,1.29639,0.0026295640337512527
2007-02-07 15:40,1.29639,1.30259,1.29599,1.30199,0.004319687748285617
2007-02-08 15:40,1.30199,1.30429,1.29769,1.3030899999999999,0.0008448605596047543
2007-02-09 15:40,1.3030899999999999,1.30449,1.29849,1.30029,-0.002148738767084324
2007-02-12 15:40,1.30029,1.30369,1.29419,1.29619,-0.0031531427604610807
2007-02-13 15:40,1.29619,1.30449,1.29559,1.30179,0.004320354269050197
2007-02-14 15:40,1.30179,1.31529,1.30159,1.31229,0.008065817067268943
2007-02-15 15:40,1.31229,1.31739,1.31199,1.31439,0.0016002560409664746
2007-02-16 15:40,1.31439,1.31549,1.30949,1.31399,-0.00030432367866461973
2007-02-19 15:40,1.31399,1.31629,1.31239,1.31479,0.0006088326395177202
2007-02-20 15:40,1.31479,1.3189899999999999,1.3131899999999999,1.31389,-0.0006845199613625397
2007-02-21 15:40,1.31389,1.31669,1.31129,1.3130899999999999,-0.0006088789776923509
2007-02-22 15:40,1.3130899999999999,1.31459,1.30819,1.31369,0.00045693745287844756
2007-02-23 15:40,1.31369,1.31889,1.31029,1.3171899999999999,0.0026642510790215734
2007-02-26 15:40,1.3171899999999999,1.31989,1.3151899999999999,1.31609,-0.000835111107736819
2007-02-27 15:40,1.31609,1.32499,1.31539,1.32439,0.006306559581791493
2007-02-28 15:40,1.32439,1.32599,1.31819,1.32149,-0.002189687327750822
2007-03-01 15:40,1.32149,1.32409,1.31559,1.31689,-0.00348091926537486
2007-03-02 15:40,1.31689,1.31979,1.31429,1.31769,0.0006074918937801765
2007-03-05 15:40,1.31769,1.3211899999999999,1.30729,1.31039,-0.005539998026850124
2007-03-06 15:40,1.31039,1.3131899999999999,1.30809,1.31069,0.00022893947603375153
2007-03-07 15:40,1.31069,1.31539,1.31049,1.31439,0.002822940588544931
2007-03-08 15:40,1.31439,1.31859,1.31169,1.3129899999999999,-0.00106513287532628
2007-03-09 15:40,1.3129899999999999,1.31599,1.30879,1.31139,-0.0012185926777811273
2007-03-12 15:40,1.31139,1.31949,1.31049,1.31869,0.005566612525640613
2007-03-13 15:40,1.31869,1.32219,1.31559,1.31929,0.00045499700460327475
2007-03-14 15:40,1.31929,1.3229899999999999,1.31779,1.32219,0.002198152036322565
2007-03-15 15:40,1.32219,1.32499,1.31939,1.32479,0.0019664344761343155
2007-03-16 15:40,1.32479,1.33399,1.32259,1.3312899999999999,0.004906438001494484
2007-03-19 15:40,1.3312899999999999,1.3330899999999999,1.32809,1.32979,-0.0011267267086809696
2007-03-20 15:40,1.32979,1.33139,1.3271899999999999,1.32949,-0.00022559953075296235
2007-03-21 15:40,1.32949,1.33239,1.32859,1.33069,0.0009026017495430416
2007-03-22 15:40,1.33069,1.3411899999999999,1.32969,1.33569,0.0037574491429259727
2007-03-23 15:40,1.33569,1.33639,1.32889,1.32989,-0.004342324940667441
2007-03-26 15:40,1.32989,1.33479,1.32549,1.33269,0.0021054372918061226
2007-03-27 15:40,1.33269,1.33649,1.33229,1.33569,0.0022510861490669942
2007-03-28 15:40,1.33569,1.33749,1.33239,1.33359,-0.0015722210992071828
2007-03-29 15:40,1.33359,1.3353899999999999,1.33019,1.33279,-0.0005998845222295879
2007-03-30 15:40,1.33279,1.33949,1.32889,1.33799,0.003901589897883362
